Poblacion,Estado,Tipo,Concesionario,Distintivo,Banda,Frecuencia,Potencia W,Inicio,Fin,Latitud,Longitud,Altura,
SALTILLO,COAH.,(C)**,"COMPAÑÍA PERIODÍSTICA CRITERIOS, S.A. DE C.V.",XHAJ,FM,88.9,25000,03/07/04,02/07/16,252600,1010000,1560,
SALTILLO,COAH.,(C)**,"VOLER, S.A. DE C.V.",XHEIM,FM,91.3,25000,01/10/01,R,252600,1010000,1560,
SALTILLO,COAH.,(P),INSTITUTO TECNOLÓGICO DE SALTILLO,XHINS,FM,100.1,3000,06/05/98,R,252600,1010000,1560,
SALTILLO,COAH.,(C)**,"RADIO ORGANIZACIÓN SALTILLO (ROSSA), S.A.",XHKS,FM,104.9,25000,03/07/04,02/07/16,252600,1010000,1560,
SALTILLO,COAH.,(C),"RADIO TRIUNFOS, S.A. DE C.V.",XHQC,FM,93.5,15000,16/07/09,15/07/21,252600,1010000,1560,
SALTILLO,COAH.,(C),"ADMINISTRADORA ARCÁNGEL, S.A. DE C.V.",XHRP,FM,94.7,29650,24/08/10,23/08/20,252600,1010000,1560,
SALTILLO,COAH.,(C),"VOLER, S.A. DE C.V.",XHSA,FM,100.9,9720,31/05/05,30/05/17,252600,1010000,1560,
SALTILLO,COAH.,(C)**,"XESAC-AM, S.A. DE C.V.",XHSAC,FM,99.3,25000,15/06/07,14/06/19,252600,1010000,1560,
SALTILLO,COAH.,(C)**,"XESHT-AM, S.A. DE C.V.",XHSHT,FM,102.5,25000,29/04/08,28/04/20,252600,1010000,1560,
SALTILLO,COAH.,(C)**,"HERCIANA FRECUENCIA, S.A. DE C.V. ",XHSJ,FM,103.3,25000,05/02/03,04/02/15,252600,1010000,1560,
SALTILLO,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHSOC,FM,89.7,3000,29/11/10,28/11/22,252600,1010000,1560,
SALTILLO,COAH.,(C),"TVRESTRINGIDA DEL NORTE, S.A. DE C.V.",XHZCN,FM,106.5,10000,05/06/05,04/06/17,252600,1010000,1560,
SALTILLO,COAH.,(P)*,UNIVERSIDAD AUTÓNOMA DE COAHUILA,XHUACS,FM,104.1,50,30/04/13,29/04/25,252600,1010000,1560,
SAN PEDRO DE LAS COLONIAS,COAH.,(C)**,"RADIO COAHUILA, S.A.",XHBF,FM,98.3,25000,03/07/04,02/07/16,254301,1025858,1090,
SAN PEDRO DE LAS COLONIAS,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHDRO,FM,91.5,100,29/11/10,28/11/22,254301,1025858,1090,
SIERRA MOJADA,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHSMC,FM,102.3,100,29/11/10,28/11/22,271720,1034202,1512,
TORREÓN,COAH.,(C),MULTIMEDIOS RADIO S.A. DE C.V.,XHCTO,FM,93.1,38560,19/05/07,18/05/19,253240,1032630,1120,
TORREÓN,COAH.,(C),"ADMINISTRADORA ARCÁNGEL, S.A. DE C.V.",XHEN,FM,100.3,30000,31/08/05,30/08/17,253240,1032630,1120,
TORREÓN,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHEON,FM,97.9,3000,29/11/10,28/11/22,253240,1032630,1120,
TORREÓN,COAH.,(C),"VOLER, S.A. DE C.V.",XHLZ,FM,103.5,10000,Es Frecuencia adicional de la XELZ-AM,,253240,1032630,1120,
TORREÓN,COAH.,(C),BRAULIO MANUEL FERNÁNDEZ AGUIRRE,XHMP,FM,95.5,12000,08/05/09,07/05/19,253240,1032630,1120,
TORREÓN,COAH.,(C),"D.L.R. RADIO, S.A. DE C.V.",XHPE,FM,97.1,20000,09/12/05,08/12/17,253240,1032630,1120,
TORREÓN,COAH.,(C),"CADENA REGIONAL RADIOFÓRMULA, S.A. DE C.V.",XHQN,FM,105.9,25000,Cambio de frecuencia de la estación XEQN-AM,,253240,1032630,1120,
TORREÓN,COAH.,(C),"PROMOTORA RADIOFÓNICA DE LA LAGUNA, S.A. DE C.V.",XHRCA,FM,102.7,600,Es Frecuencia adicional de la XERCA-AM ,,253240,1032630,1120,
TORREÓN,COAH.,(C)**,"RADIO MAYRAN, S.A. DE C.V.",XHTC,FM,91.1,25000,03/07/04,02/07/16,253240,1032630,1120,
TORREÓN,COAH.,(P),XHTOR RADIO TORREÓN,XHTOR,FM,96.3,2800,30/04/13,29/04/25,253240,1032630,1120,
TORREÓN,COAH.,(C),MULTIMEDIOS RADIO S.A. DE C.V.,XHTRR,FM,92.3,15000,30/11/05,29/11/17,253240,1032630,1120,
TORREÓN,COAH.,(P),"UNIVERSIDAD AUTÓNOMA DE LA LAGUNA, A.C.",XHUAL,FM,98.7,2926,13/07/12,12/07/24,253240,1032630,1120,
TORREÓN,COAH.,(P)*,"UNIVERSIDAD MILLENNIUM INTERNACIONAL, S.C.",XHUMI,FM,101.9,3000,28/02/07,R,253240,1032630,1120,
TORREÓN,COAH.,(P)*,UNIVERSIDAD AUTÓNOMA DE COAHUILA,XHUCT,FM,89.5,3000,01/11/11,31/10/23,253240,1032630,1120,
TORREÓN,COAH.,(C),"PROMOTORA RADIOFÓNICA DE LA LAGUNA, S.A. DE C.V.",XHWN,FM,93.9,25000,Cambio de frecuencia de la estación XEWN-AM,,253240,1032630,1120,
VILLA UNIÓN,COAH.,(C)**,"ORGANIZACIÓN RADIOFÓNICA DEL NORTE, S.A. DE C.V.",XHVUC,FM,95.9,25000,14/12/06,13/12/18,281410,1004400,380,
VILLA UNIÓN,COAH.,(C),"ORGANIZACIÓN RADIOFÓNICA DEL NORTE, S.A. DE C.V.",XHVUN,FM,104.3,50000,03/04/05,02/04/17,281410,1004400,380,
ZARAGOZA,COAH.,(P),GOBIERNO DEL ESTADO DE COAHUILA,XHOZA,FM,98.7,3000,29/11/10,28/11/22,270518,1045835,1399,
ZARAGOZA,COAH.,(C)**,"RADIOTELEVISIÓN NORTEÑA, S.A. DE C.V.",XHZR,FM,97.3,6000,04/07/04,03/07/16,270518,1045835,1399,
COLIMA,COL.,(C),"ADMINISTRADORA ARCÁNGEL, S.A. DE C.V.",XHCC,FM,89.3,36000,28/10/08,27/10/20,191437,1034351,484,
COLIMA,COL.,(C),"COLIMA FRECUENCIA MODULADA, S.A. DE C.V.",XHCIA,FM,91.7,31440,28/09/08,27/09/20,191437,1034351,484,
COLIMA,COL.,(C)**,"RADIO INTEGRAL, S.A. DE C.V.",XHCOC,FM,99.7,25000,11/10/08,10/10/20,191437,1034351,484,
COLIMA,COL.,(C)**,"XERL, SUCESORES DE J. ROBERTO LEVY, S.A. DE C.V.",XHERL,FM,98.9,12000,04/07/04,03/07/16,191437,1034351,484,
COLIMA,COL.,(C)**,"RADIO INTEGRAL, S.A. DE C.V.",XHEVE,FM,93.3,25000,12/06/05,11/06/17,191437,1034351,484,
COLIMA,COL.,(P),GOBIERNO DEL ESTADO DE COLIMA,XHIRC,FM,98.1,5000,02/05/06,R,191437,1034351,484,
COLIMA,COL.,(C)**,"RADIO Y TELEVISIÓN DE COLIMA, S.A. DE C.V.",XHTTT,FM,104.5,25000,04/07/04,03/07/16,191437,1034351,484,
COLIMA,COL.,(P),UNIVERSIDAD DE COLIMA,XHUDC,FM,94.9,3000,10/01/13,09/01/25,191437,1034351,484,
COLIMA,COL.,(C),"RADIO COLIMA, S.A.",XHUU,FM,92.5,10000,Es Frecuencia adicional de la XEUU-AM,,191437,1034351,484,
CÓMALA,COL.,(P),"GAIA FM, A.C.",XHOMA,FM,102.1,3000,11/01/12,10/01/24,191915,1034537,601,
MANZANILLO,COL.,(C)*,SILVIA EVANGELINA GODOY CÁRDENAS,XHAL,FM,97.7,25000,Cambio de frecuencia de la estación XEAL-AM,,190308,1041857,11,
MANZANILLO,COL.,(C)**,"RADIO MANZANILLO, S.A. DE C.V.",XHECS,FM,96.1,25000,08/03/10,07/03/20,190308,1041857,11,
MANZANILLO,COL.,(C)**,"XEMAC-AM, S.A. DE C.V.",XHMAC,FM,95.3,3000,24/02/08,23/02/20,190308,1041857,11,
MANZANILLO (CERRO DEL ROCIÓ),COL.,(C),"RADIO TESORO, S.A. DE C.V.",XHZZZ,FM,93.7,15000,21/10/04,20/10/16,190305,1041738,20,
MANZANILLO (CERRO DEL TORO),COL.,(C),"LA ONDA DEL MAR, S.A. DE C.V.",XHMZO,FM,92.9,50000,10/04/06,09/04/18,190310,1041911,17,
TECOMÁN,COL.,(C),"XHECO-FM, S.A. DE C.V.",XHECO,FM,90.5,14400,07/04/08,06/04/20,185432,1035229,25,
TECOMÁN,COL.,(C)**,"RADIO ARMERÍA, S.A. DE C.V.",XHEMAX,FM,106.1,12000,10/08/04,09/08/16,185432,1035229,25,
TECOMÁN,COL.,(C),"XETY-AM, S.A. DE C.V.",XHTY,FM,91.3,10000,Es Frecuencia adicional de la XETY-AM,,185432,1035229,25,
ARRIAGA,CHIS.,(C)**,"XEMG RADIO, S.A. DE C.V.",XHEMG,FM,94.3,25000,04/07/04,03/07/16,161402,935355,62,
CHILÓN,CHIS.,(P)*,"COMUNICACIÓN EDUCATIVA Y CULTURAL BATS´IL K´OP, A.C.",XHBAK,FM,98.7,997,26/09/14,25/09/26,170617,921613,873,
CACAHOATAN,CHIS.,(P),JUANA PATRICIA RUIZ SÁNCHEZ,XHVDR,FM,100.3,350,01/02/12,31/01/24,145921,920955,483,
CACAHOATAN,CHIS.,(P)**,INSTITUTO MEXICANO DE LA RADIO,XHCAH,FM,89.1,25000,14/04/11,13/04/23,145921,920955,483,
CHIAPA DE CORZO,CHIS.,(P)**,INSTITUTO MEXICANO DE LA RADIO,XHCHZ,FM,107.9,25000,14/04/04,13/04/16,164229,930100,521,
CINTALAPA DE FIGUEROA,CHIS.,(C)**,"RADIO XEIN, LA VOZ DEL VALLE, S.A. DE C.V.",XHEIN,FM,89.9,25000,19/04/13,18/04/25,164152,934313,540,
COMITÁN DE DOMÍNGUEZ ,CHIS.,(P),INSTITUTO MEXICANO DE LA RADIO,XHEMIT,FM,107.9,801,Cambio de frecuencia de la estación XEMIT-AM,,161504,920803,1634,
COMITÁN DE DOMÍNGUEZ,CHIS.,(C),"RADIO DINÁMICA DEL SURESTE, S.A. DE C.V.",XHCTS,FM,95.7,10000,08/08/05,07/08/17,161504,920803,1634,
COMITÁN DE DOMÍNGUEZ,CHIS.,(C)**,"RADIO FRONTERA DEL SURESTE, S.A. DE C.V.",XHFRT,FM,92.5,25000,30/09/04,29/09/16,161504,920803,1634,
COMITÁN DE DOMÍNGUEZ,CHIS.,(C)**,"XEUI RADIO COMITÁN, S.A. DE C.V.",XHUI,FM,99.1,25000,04/07/04,03/07/16,161504,920803,1634,
HUIXTLA,CHIS.,(C)**,"RADIODIFUSORA XEKY-AM, S.A. DE C.V.",XHKY,FM,97.1,25000,04/07/04,03/07/16,150807,922743,56,
HUIXTLA,CHIS.,(C)**,"RADIODIFUSORA XEMK-AM, S.A. DE C.V.",XHMK,FM,104.3,25000,03/07/04,02/07/16,150807,922743,56,
LA TRINITARIA,CHIS.,(P),GOBIERNO DEL ESTADO DE CHIAPAS,XHCTN,FM,89.9,254,19/10/11,18/10/23,160720,920300,19,
MAPASTEPEC,CHIS.,(C),"XHMAI-FM, S.A. DE C.V.",XHMAI,FM,95.1,29680,03/11/04,02/11/16,152630,925330,40,
PICHUCALCO,CHIS.,(C)**,"XEOB PROMOTORA DE RADIO, S.A. DE C.V.",XHEOB,FM,91.3,10000,31/10/01,R,173034,930705,40,
PICHUCALCO,CHIS.,(P),GOBIERNO DEL ESTADO DE CHIAPAS,XHPIC,FM,102.1,50000,18/10/11,17/10/23,173034,930705,40,
SAN CRISTÓBAL DE LAS CASAS,CHIS.,(P),FRANCISCO JOSÉ NARVÁEZ RINCÓN,XHCRI,FM,91.5,2900,09/08/05,R,164412,923818,2119,
SAN CRISTÓBAL DE LAS CASAS,CHIS.,(P),"VERITAS MEDIOS GLOBAL, A.C.",XHCRIS,FM,90.7,2900,19/12/12,18/12/24,164412,923818,2119,
SAN CRISTÓBAL DE LAS CASAS,CHIS.,(P),"IMPULSORA PRO CULTURA Y SALUD DEL ESTADO DE CHIAPAS, A.C.",XHSCC,FM,102.9,3000,19/12/12,18/12/24,164412,923818,2119,
SAN CRISTÓBAL DE LAS CASAS,CHIS.,(C)**,FRANCISCO JOSÉ NARVÁEZ RINCÓN,XHWM,FM,95.3,500,28/10/04,27/10/16,164412,923818,2119,
SANTO DOMINGO,CHIS.,(P),GOBIERNO DEL ESTADO DE CHIAPAS,XHSDM,FM,95.7,1000,19/10/11,18/10/23,165428,920535,2200,
TAPACHULA,CHIS.,(C)**,"OPERADORA DE RADIO Z.Z.Z., S.A. DE C.V.",XHEZZZ,FM,99.5,25000,26/02/06,25/02/18,145429,921538,177,
TAPACHULA,CHIS.,(C),"XHHTS-FM RADIO, S.A. DE C.V.",XHHTS,FM,90.7,19000,16/11/03,15/11/15,145429,921538,177,
TAPACHULA,CHIS.,(C)**,"RADIODIFUSORA XEKQ-AM, S.A. DE C.V.",XHKQ,FM,93.1,25000,21/09/03,20/09/15,145429,921538,177,
TAPACHULA,CHIS.,(C),"ORGANIZACIÓN RADIOFÓNICA ESTEREOFIEL, S.A. DE C.V.",XHMX,FM,97.9,3189,17/05/08,16/05/20,145429,921538,177,
TAPACHULA,CHIS.,(C)**,"RADIODIFUSORA XEOE-AM, S.A. DE C.V.",XHEOE,FM,96.3,25000,04/07/04,03/07/16,145429,921538,177,
TAPACHULA,CHIS.,(C),"RADIO MIL DE CHIAPAS, S.A. DE C.V.",XHTAC,FM,91.5,10000,Es Frecuencia adicional de la XETAC-AM,,145429,921538,177,
TAPACHULA,CHIS.,(C)**,"INFORMACIÓN RADIOFÓNICA, S.A.",XHTAK,FM,103.5,25000,15/06/07,14/06/19,145429,921538,177,
TAPACHULA,CHIS.,(C)**,"RADIODIFUSORA XETAP-AM, S.A. DE C.V.",XHTAP,FM,98.7,25000,17/07/13,16/07/25,145429,921538,177,
TAPACHULA,CHIS.,(P),GOBIERNO DEL ESTADO DE CHIAPAS,XHTCH,FM,102.7,92000,19/10/99,N.D.,145429,921538,177,
TAPACHULA,CHIS.,(C)**,"RADIO TAPACHULA, S.A.",XHETS,FM,94.7,25000,04/07/04,03/07/16,145429,921538,177,
TAPACHULA,CHIS.,(P)*,SIMÓN VALANCI BUZALI,XHTPC,FM,106.7,14000,01/11/11,31/10/23,145429,921538,177,
TONALÁ,CHIS.,(C)**,"XEDB RADIO, S.A. DE C.V.",XHDB,FM,101.5,25000,04/07/04,03/07/16,160522,934505,65,
TONALÁ,CHIS.,(P),GOBIERNO DEL ESTADO DE CHIAPAS,XHNAL,FM,89.5,97000,19/10/99,N.D.,160522,934505,65,
TUXTLA GUTIERREZ,CHIS.,(C)**,"RADIO CELEBRIDAD, S.A.",XHRPR,FM,88.3,25000,25/02/08,24/02/20,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C),"ESTÉREO SISTEMA, S.A.",XHCQ,FM,98.5,15300,20/03/09,19/03/19,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C)**,"RADIODIFUSORA XEIO-AM, S.A. DE C.V.",XHIO,FM,91.1,25000,08/04/10,07/04/20,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(P),"IMPULSORA PRO CULTURA Y SALUD DEL ESTADO DE CHIAPAS, A.C.",XHITG,FM,89.1,3000,19/12/12,18/12/24,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C),"RADIO XHKR-FM, S.A. DE C.V. ",XHKR,FM,96.9,3290,19/06/10,18/06/20,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C)**,"RADIODIFUSORA XELM-AM, S.A. DE C.V.",XHLM,FM,105.9,25000,03/07/04,02/07/16,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C)**,"IMPULSORA DE RADIO DEL SURESTE, S.A.",XHONC,FM,92.3,25000,22/12/05,21/12/17,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(P),SIMÓN VALANCI BUZALI,XHREZ,FM,93.1,15000,09/06/12,08/06/24,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C),"XETG-AM LA GRANDE DEL SURESTE, S.A. DE C.V.",XHTG,FM,90.3,9680,Cambio de frecuencia de la estación XETG-AM,,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(P),GOBIERNO DEL ESTADO DE CHIAPAS,XHTGU,FM,93.9,59000,19/10/99,ND,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C),"XHTGZ-FM RADIO, S.A. DE C.V.",XHTGZ,FM,96.1,30490,15/12/13,14/12/25,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C)**,"RADIODIFUSORA XETUG-AM, S.A. DE C.V.",XHTUG,FM,103.5,25000,28/11/03,27/11/15,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C)**,"RADIO PROMOTORA DE LA PROVINCIA, S.A. DE C.V.",XHUD,FM,100.1,9640,10/07/01,R,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C)**,"RADIODIFUSORA XEUE-AM, S.A. DE C.V.",XHUE,FM,99.3,25000,04/07/04,03/07/16,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(C)**,"RADIO ESPECTÁCULO, S.A.",XHVV,FM,101.7,25000,04/07/04,03/07/16,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(P),UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,XHUCAH,FM,102.5,2741,06/06/12,05/06/24,164511,930656,522,
TUXTLA GUTIERREZ,CHIS.,(P),JOSÉ RODOLFO CALVO FONSECA,XHRCF,FM,94.7,679,29/08/12,28/08/24,164511,930656,522,
VILLAFLORES,CHIS.,(C)**,OSCAR FONSECA ALFARO,XHVF,FM,103.9,25000,03/07/04,02/07/16,161401,931600,560,
BUENAVENTURA,CHIH.,(C),ISRAEL BELTRÁN MONTES,XHSBT,FM,99.5,2980,28/10/04,27/10/16,295037,1072819,1554,
CD. CAMARGO,CHIH.,(C),"RADIO TELEVISORA INTEGRAL, S.A. DE C.V.",XHCRG,FM,102.9,50000,14/03/07,13/03/19,274059,1050955,1124,
CD. CAMARGO,CHIH.,(C)**,"RADIO XEOH-AM DE CAMARGO, S.A. DE C.V.",XHEOH,FM,96.1,25000,26/03/06,25/03/18,274001,1051000,1224,
CD. CUAUHTÉMOC,CHIH.,(C),"RADIODIFUSORA XHCDH, S.A. DE C.V.",XHCDH,FM,104.1,3000,30/11/04,29/11/16,282418,1065200,2063,wiki
CD. CUAUHTÉMOC,CHIH.,(C)**,"SERVICIOS PUBLICITARIOS DE CUAUHTÉMOC, S.A.",XHDP,FM,89.7,10000,08/06/06,07/06/18,282418,1065200,2063,wiki
CD. CUAUHTÉMOC,CHIH.,(C),"LA VOZ DE LINARES, S.A.",XHCTC,FM,99.9,50000,07/06/05,06/06/17,282418,1065200,2063,wiki
CD. CUAUHTÉMOC,CHIH.,(C)**,"RADIO DIVERTIDA XEDT, S.A. DE C.V.",XHDT,FM,98.3,25000,27/03/04,26/03/16,282418,1065200,2063,wiki
CD. CUAUHTÉMOC,CHIH.,(C)**,MARTHA CONSUELO TRUJILLO MENDOZA,XHER,FM,92.9,9520,03/07/04,02/07/16,282418,1065200,2063,wiki
CD. CUAUHTÉMOC,CHIH.,(C),"ELISA SALINAS ENRÍQUEZ, CESAR ANÍBAL MORENO SALINAS, FRANCO ULISES MORENO SALINAS Y BETZABE MORENO SALINAS",XHEPL,FM,91.3,25000,Cambio de frecuencia de la estación XEPL-AM,,282418,1065200,2063,wiki
CD. DELICIAS,CHIH.,(C)**,"RADIZA, S.A. DE C.V.",XHACB,FM,98.9,25000,13/09/07,12/09/19,281136,1052816,1171,
CD. DELICIAS,CHIH.,(C)**,"RADIO DELICIAS, S.A.",XHBN,FM,101.3,25000,17/01/13,16/01/25,281136,1052816,1171,
CD. DELICIAS,CHIH.,(C)**,"XEBZ LA VOZ DE MEOQUI, S.A. DE C.V.",XHBZ,FM,100.5,25000,04/07/04,03/07/16,281136,1052816,1171,
CD. DELICIAS,CHIH.,(C),JOSÉ PÉREZ RAMÍREZ,XHCDS,FM,94.5,50000,28/10/04,27/10/16,281136,1052816,1171,
CD. DELICIAS,CHIH.,(C),"RADIZA, S.A. DE C.V.",XHDIS,FM,93.7,50000,17/07/07,16/07/19,281136,1052816,1171,
CD. DELICIAS,CHIH.,(C)**,"XEHM, S.A.",XHHM,FM,90.5,25000,03/07/04,02/07/16,281136,1052816,1171,
CD. DELICIAS,CHIH.,(C)**,ALEJANDRO Y JOSÉ ANTONIO CHAVERO SOUSA ,XHJK,FM,102.1,25000,04/07/04,03/07/16,281136,1052816,1171,
CD. JIMÉNEZ,CHIH.,(C),JOSÉ LUIS CHAVERO RESÉNDIZ,XHCJZ,FM,105.1,30000,30/11/04,29/11/16,270748,1045524,1380,
CD. JIMÉNEZ,CHIH.,(C),SERGIO VILLARREAL LUJAN,XHJIM,FM,104.3,50070,23/09/07,22/09/19,270748,1045524,1380,
CD. JIMÉNEZ,CHIH.,(C)**,JORGE CRUZ RAMOS LÓPEZ,XHJZ,FM,92.9,25000,12/11/07,11/11/19,270748,1045524,1380,
CD. JUÁREZ,CHIH.,(C),"FRONTERADIO, S.A.",XHEM,FM,103.5,9840,19/10/10,18/10/20,314422,1062913,1137,
CD. JUÁREZ,CHIH.,(C),"STEREOREY MÉXICO, S.A.",XHPX,FM,98.3,100000,19/10/07,18/10/19,314422,1062913,1137,
CD. JUÁREZ,CHIH.,(C),"RADIO XHGU, S.A. DE C.V.",XHGU,FM,105.9,100000,18/10/12,17/10/24,314422,1062913,1137,
CD. JUÁREZ,CHIH.,(C),"RADIO ESTÉREO XHH-FM, S.A. DE C.V.",XHH,FM,100.7,100000,04/07/04,03/07/16,314422,1062913,1137,
CD. JUÁREZ,CHIH.,(C),"XHIM-FM, S.A. DE C.V.",XHIM,FM,105.1,9740,17/12/05,16/12/17,314422,1062913,1137,
CD. JUÁREZ,CHIH.,(C),"XHNZ-FM, S.A. DE C.V.",XHNZ,FM,107.5,57500,09/02/02,08/02/14,314422,1062913,1137,
CD. JUÁREZ,CHIH.,(C),"FRECUENCIA MODULADA DE CIUDAD JUÁREZ, S.A.",XHTO,FM,104.3,28710,07/04/10,06/04/20,314422,1062913,1137,
CD. JUÁREZ,CHIH.,(P),INSTITUTO MEXICANO  DE LA RADIO,XHUAR,FM,106.7,100000,14/04/11,13/04/23,314422,1062913,1137,
CD. MADERA,CHIH.,(C),"RADIO CIUDAD MADERA, S.A.",XHESW,FM,96.1,10000,Cambio de frecuencia de la estación XESW-AM,,291124,1080829,2100,
CHIHUAHUA,CHIH.,(C),"LA VOZ DE LINARES, S.A.",XHAHC,FM,90.9,50000,26/07/06,25/07/18,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),MULTIMEDIOS RADIO S.A. DE C.V.,XHCHA,FM,104.5,25000,19/09/06,18/09/18,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),"RADIO INFORMATIVA, S.A. DE C.V.",XHCHH,FM,94.9,25000,22/11/04,21/11/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),"DIFUSORAS DE CHIHUAHUA, S.A.",XHDI,FM,88.5,10000,Es Frecuencia adicional de la XEDI-AM,,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"RADIODIFUSORAS UNIDAS DE CHIHUAHUA, S.A.",XHEFO,FM,92.5,25000,04/07/04,03/07/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"RADIO IMPULSORA X.E.E.S., S.A.",XHES,FM,102.5,25000,18/12/08,17/12/20,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),"IMPULSORA DE RADIO DE CHIHUAHUA, S.A.",XHFA,FM,89.3,10000,Es Frecuencia adicional de la XEFA-AM,,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),"EL VOCERO DEL NORTE, S.A.",XHFI,FM,96.5,25000,Cambio de frecuencia de la estación XEFI-AM,,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"RADIO CHIHUAHUA, S.A.",XHHEM,FM,103.7,15220,03/07/04,02/07/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"XEHES-AM, S.A. DE C.V.",XHHES,FM,94.1,25000,06/02/02,R,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,SUCN. DE GUILLERMO LÓPEZ BORJA,XHLO,FM,100.9,15220,26/10/06,25/10/18,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"RED NACIONAL RADIOEMISORA, S.A.",XHRPC,FM,99.3,25000,04/07/04,03/07/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(P)*,UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA,XHERU,FM,106.9,25000,Cambio de frecuencia de la estación XERU-AM,,283807,1060520,1433,
CHIHUAHUA,CHIH.,(P),UNIVERSIDAD AUTÓNOMA DE CHIHUAHUA,XHRU,FM,105.3,15000,02/09/08,R,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),"FRECUENCIA MODULADA DEL CHUVISCAR, S.A. DE C.V.",XHSU,FM,106.1,40000,12/12/02,11/12/14,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),"XHUA-FM, S.A. DE C.V.",XHUA,FM,90.1,19640,28/11/03,27/11/15,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"RADIO XEBU, S.A. DE C.V.",XHBU,FM,91.7,25000,04/07/04,03/07/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"RADIOFÓNICA XEBW DEL NORTE, S.A. DE C.V.",XHBW,FM,93.3,25000,03/07/04,02/07/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"RADIO XEQD, S.A. DE C.V.",XHQD,FM,95.7,25000,04/07/04,03/07/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C),"IMAGEN MONTERREY, S.A. DE C.V.",XHCHI,FM,97.3,30000,06/10/04,05/10/16,283807,1060520,1433,
CHIHUAHUA,CHIH.,(C)**,"FORMULA RADIOFÓNICA, S.A. DE C.V.",XHV,FM,101.7,25000,05/05/07,04/05/19,283807,1060520,1433,
EL PORVENIR,CHIH.,(C),"RADIO INTEGRAL, S.A. DE C.V.",XHEPR,FM,99.1,50000,30/11/04,29/11/16,312444,1062553,14,
EL REFUGIO,CHIH.,(C)**,FRANCISCO ANTONIO MUÑOZ MUÑOZ,XHFAMA,FM,97.5,25000,28/04/05,27/04/17,274152,1051001,16,
HIDALGO DEL PARRAL,CHIH.,(C)**,RICARDO LEÓN GARZA LIMÓN,XHCPH,FM,96.9,100000,04/06/05,03/06/17,265557,1053947,1718,
HIDALGO DEL PARRAL,CHIH.,(P),"DABAR RADIO, A.C.",XHDAB,FM,107.9,39070,19/12/12,18/12/24,265557,1053947,1718,
HIDALGO DEL PARRAL,CHIH.,(C)**,ADALBERTO GUTIÉRREZ MELÉNDEZ,XHEAT,FM,102.5,7500,03/07/04,02/07/16,265557,1053947,1718,
HIDALGO DEL PARRAL,CHIH.,(C)**,"RADIO PARRALENSE, S.A. DE C.V. ",XHGD,FM,90.3,25000,20/08/10,19/08/20,265557,1053947,1718,
HIDALGO DEL PARRAL,CHIH.,(C)**,"XEHPC-AM, S.A. DE C.V.",XHHPC,FM,100.1,25000,07/04/07,06/04/19,265557,1053947,1718,
HIDALGO DEL PARRAL,CHIH.,(C),MULTIMEDIOS RADIO S.A. DE C.V.,XHHPR,FM,101.7,50000,14/03/07,13/03/19,265557,1053947,1718,
HIDALGO DEL PARRAL,CHIH.,(C)**,"RADIO XEHHI-AM, S.A. DE C.V.",XHHHI,FM,99.3,25000,16/11/03,15/11/15,265557,1053947,1718,
